file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160527212522.tdms,1.917629584106445e+85,4.33582819419038e+85,6.153716576868603e+85,3.056910804849868e+86,1.159593475109327e+86,2.622200288723372e+86,3.721640734689944e+86,1.8512795233381485e+87,7.898314701554684e+84,1.7858985882784053e+85,2.534717841613365e+85,1.2660871259200527e+86,2.135567115732256e+85,4.828507132900145e+85,6.853003796408822e+85,3.3717327869693166e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527213522.tdms,1.4292315182011178e+80,3.23186033138844e+80,4.58659337253577e+80,2.3109187003136932e+81,2.613963659299799e+84,5.91021090036122e+84,8.386892527930652e+84,4.1416079372970886e+85,2.294430864547301e+86,5.188112209808617e+86,7.363196877364518e+86,3.6854402501970303e+87,2.242704797383281e+84,5.070718546604251e+84,7.196853497394922e+84,3.5930595981324564e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527214522.tdms,3.0116840178630666e+85,6.809181677305012e+85,9.662899119932221e+85,4.7869631102782183e+86,4.8648417306655465e+84,1.1000438847343916e+85,1.5613030263373987e+85,7.801817869987218e+85,2.0770169740345208e+86,4.69696210202433e+86,6.666522748239391e+86,3.3259302418401387e+87,2.431079967909531e+83,5.497212435080403e+83,7.800949965687513e+83,3.879152295114629e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527215522.tdms,1.6530520457788454e+85,3.73789597601762e+85,5.3049305047729814e+85,2.6545632633248595e+86,2.8731762940348017e+84,6.497483114746155e+84,9.221759021960671e+84,4.594927324700785e+85,4.225075177632287e+85,9.55273726156574e+85,1.3556254984219614e+86,6.72237652705645e+86,7.200147376234945e+85,1.6280377072706975e+86,2.3110493601364071e+86,1.1538077149111084e+87
modified_KIMM Simulator_KIMM Bearing Test_20160527220522.tdms,2.279533836560326e+85,5.1538867692624195e+85,7.314827963706726e+85,3.627807587272353e+86,1.6558770437780369e+86,3.7441472173843777e+86,5.314219432150783e+86,2.636935793392756e+87,3.1847106897901825e+85,7.200487961306584e+85,1.0219009095736965e+86,5.095040734764322e+86,2.8323622364173237e+85,6.403830300652231e+85,9.089455586120892e+85,4.528589968485186e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527221522.tdms,3.984888958272098e+84,9.00878377199309e+84,1.278522689419667e+85,6.367873282656222e+85,4.961240830664723e+85,1.121944150521573e+86,1.5925173716716732e+86,7.961994940819568e+86,2.0600051507066174e+84,4.657747853752913e+84,6.6104134191987235e+84,3.284143686445692e+85,3.539796363187687e+85,8.004561427460814e+85,1.135913710775367e+86,5.672409944082981e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527222522.tdms,7.395005872671239e+84,1.6720622652904314e+85,2.37297898028172e+85,1.1848626081929464e+86,2.070296775305252e+84,4.681400591822426e+84,6.644193212336554e+84,3.2729266767257224e+85,3.232432377198337e+84,7.309101701878073e+84,1.0372476830440277e+85,5.161637407755031e+85,4.379577933837994e+84,9.9037653982638e+84,1.4057508764667003e+85,6.981401769875282e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527223522.tdms,2.766363093002772e+84,6.254407402956811e+84,8.876354060325286e+84,4.402258209256112e+85,2.498431456738444e+86,5.649610042286328e+86,8.018208118407349e+86,4.036829327851807e+87,5.29183244965629e+85,1.1966825430942962e+86,1.6986133064383532e+86,8.438096798859878e+86,3.32342878610604e+84,7.514180321885367e+84,1.0663528601151682e+85,5.2511289652122985e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527224522.tdms,2.5870938204527906e+84,5.849146206736831e+84,8.301091412909615e+84,4.13474206036185e+85,6.545439234204724e+83,1.479976746460889e+84,2.1004963231224713e+84,1.0532030004103833e+85,1.9443097345185805e+83,4.397051690015544e+83,6.241533773072361e+83,3.096106788642883e+84,3.504381180916093e+85,7.925182904595383e+85,1.1251126609591729e+86,5.603827731181667e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527225522.tdms,5.204375809807204e+83,1.176921560235256e+84,1.6706510127670462e+84,8.342612423165438e+84,2.799303494827028e+85,6.330159786842573e+85,8.983748970178692e+85,4.459654748605524e+86,7.024157366015318e+85,1.5882862559577317e+86,2.2541517246186363e+86,1.1216300764407237e+87,1.6104288238894044e+85,3.641424650275305e+85,5.168495601972671e+85,2.5706878491839887e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527230522.tdms,1.797591140335489e+84,4.064861083341953e+84,5.769744943010599e+84,2.892208981551917e+85,9.2457990535731e+84,2.0904178032118022e+85,2.96683255574837e+85,1.488320858952163e+86,2.044394321628748e+84,4.622818468743583e+84,6.561075307567728e+84,3.2720117971037185e+85,6.540818350654234e+84,1.4790444767105467e+85,2.0994679409456918e+85,1.0481647652397639e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527231522.tdms,9.707359389377316e+83,2.1950913354823146e+84,3.1156035850185305e+84,1.5539245211279527e+85,2.8070935320024638e+85,6.347349648328686e+85,9.007859269092422e+85,4.491505208938899e+86,2.7083758835058053e+85,6.1240156606876184e+85,8.690534989688744e+85,4.335329507470728e+86,4.2281813987550566e+85,9.560574948176185e+85,1.3571395951105213e+86,6.745256000457977e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527232522.tdms,3.619193632713767e+82,8.184648252205259e+82,1.1617108239241772e+83,5.755302745818103e+83,4.473772178276899e+85,1.011604588030789e+86,1.4356616753591382e+86,7.128915164765411e+86,3.718561512943415e+85,8.408242195641581e+85,1.1932536982411975e+86,5.948169444939937e+86,3.0551645601672156e+85,6.90855686836152e+85,9.804475490948466e+85,4.851737172384116e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527233522.tdms,7.585897848234464e+83,1.715320101645033e+84,2.434503432419935e+84,1.2175856811369122e+85,1.6033312662108097e+85,3.6252689933446074e+85,5.145313271711112e+85,2.555917100715502e+86,4.6190308539184796e+86,1.0442729197506675e+87,1.4819382827292914e+87,7.375209110301719e+87,1.1569609666363114e+85,2.616019022482621e+85,3.712839213244808e+85,1.844069983890623e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527234522.tdms,3.948115248415965e+85,8.928444556085411e+85,1.267357467564579e+86,6.34552339972825e+86,4.459816130941714e+84,1.008559534118101e+85,1.431616676251761e+85,7.140359349963855e+85,7.820193811620626e+83,1.768306327772463e+84,2.5098507145504276e+84,1.2472513933437264e+85,6.699870530592323e+85,1.5152233012291346e+86,2.150622331851407e+86,1.0755938764732728e+87
modified_KIMM Simulator_KIMM Bearing Test_20160527235522.tdms,5.519152268180624e+84,1.2482722481044517e+85,1.7718874652819572e+85,8.805481796124017e+85,1.2196623882778938e+86,2.75841627586878e+86,3.915265319601077e+86,1.9427049388678546e+87,4.967636351944305e+85,1.1233844304666293e+86,1.594328917544316e+86,7.871593186913637e+86,1.9147891316601776e+85,4.329039693511492e+85,6.1436495157766366e+85,3.0524494090501605e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528000522.tdms,2.0924544963451954e+85,4.732096621553713e+85,6.717051243953882e+85,3.3563428943942386e+86,3.112099155873712e+85,7.037255184390882e+85,9.987534946321309e+85,4.9713740590378565e+86,1.5008794556381639e+85,3.39360341435224e+85,4.8166170414290684e+85,2.3996803168169253e+86,1.986806495723754e+85,4.492735034369495e+85,6.376848263037297e+85,3.161670652324765e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528001522.tdms,3.871722998202134e+84,8.754128393949981e+84,1.242368462042487e+85,6.17833264411568e+85,8.377320825377787e+85,1.8942888220715247e+86,2.688548916482863e+86,1.330562801440824e+87,2.120856777080997e+85,4.795016905193936e+85,6.804669237968411e+85,3.390870181591706e+86,1.069305203182136e+85,2.4178478595274457e+85,3.431706323396613e+85,1.6980167536209744e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528002522.tdms,8.307575420578191e+84,1.87819673510271e+85,2.6650930748804003e+85,1.3271809785300157e+86,3.8323869648708387e+85,8.665760224533421e+85,1.2298506481324547e+86,6.138353263565233e+86,1.0847460743661329e+83,2.4525663845546324e+83,3.4802309032277143e+83,1.7237901404872363e+84,7.058943313976443e+84,1.5961228485991134e+85,2.2654179044576815e+85,1.1233556520579631e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528003522.tdms,1.75959153858788e+85,3.978116970336071e+85,5.6450073680399134e+85,2.8095158834540386e+86,5.022602523876097e+85,1.135874235291274e+86,1.612219870504403e+86,8.024864493858228e+86,2.3821849772088418e+86,5.387073021806175e+86,7.645023089481113e+86,3.8123344040716152e+87,3.669342798456333e+85,8.296296730178651e+85,1.1774223625660975e+86,5.817773372906556e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528004522.tdms,6.975351918215256e+84,1.577248696404319e+85,2.238655354030692e+85,1.1185246877382752e+86,3.440386959691907e+85,7.779202019637108e+85,1.1040163764463287e+86,5.504434230954248e+86,5.404363650427867e+83,1.2221050679103535e+84,1.7343758654728647e+84,8.594195326130553e+84,4.0317067194585466e+85,9.116433120839214e+85,1.2939465271357937e+86,6.4023519673407e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528005522.tdms,2.50098906472911e+84,5.655646796824563e+84,8.027603640029021e+84,3.965023850975695e+85,4.3981851327886015e+83,9.94586926568138e+83,1.411811333908005e+84,6.9912046394750114e+84,4.35121302474857e+85,9.838736243601444e+85,1.396384831984851e+86,6.998238360578353e+86,6.0291800477478797e+85,1.363280083467657e+86,1.9349321110843922e+86,9.73765380358488e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528010522.tdms,8.615565632714437e+83,1.948185976961071e+84,2.764704810738785e+84,1.3780204144176604e+85,8.017332287977995e+85,1.8127741458204604e+86,2.572857166663483e+86,1.2767403389645347e+87,9.320756397677724e+85,2.1079060210677337e+86,2.9917180172074694e+86,1.4702856227065778e+87,2.5300148017004704e+84,5.7211518776284396e+84,8.119358468474556e+84,4.028573501454899e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528011522.tdms,1.7276698040144172e+84,3.906616809143806e+84,5.54563216592861e+84,2.7552191261228172e+85,2.1285023216261434e+86,4.812751876172202e+86,6.83057138622993e+86,3.384024336528403e+87,5.76660246799255e+85,1.3039097143985842e+86,1.8506002992811442e+86,9.151079960872812e+86,1.7133300166437866e+84,3.873756144812254e+84,5.497423499741402e+84,2.7337337969201163e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528012522.tdms,9.240874723919545e+84,2.0891884960648308e+85,2.9650627418367633e+85,1.4757429276717096e+86,2.1522487765969948e+86,4.8667363278468125e+86,6.907170013763742e+86,3.4315235600884244e+87,4.5081338766286364e+85,1.0194628163635281e+86,1.4469089654369554e+86,7.219637025289704e+86,3.6495907826396e+86,8.252250865446226e+86,1.171200644426661e+87,5.827704309014506e+87
modified_KIMM Simulator_KIMM Bearing Test_20160528013522.tdms,2.1280432720568522e+85,4.8121077382530646e+85,6.830060947776105e+85,3.380505709382704e+86,1.2797225371612342e+85,2.8934341764429463e+85,4.106397353378196e+85,2.051280090745582e+86,1.370160318016492e+85,3.098081735663866e+85,4.39676095051979e+85,2.1863282913575477e+86,9.001757741797985e+84,2.0354083694815654e+85,2.8886897448298918e+85,1.4382769851226058e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528014522.tdms,2.2065549712856507e+85,4.9893034136561394e+85,7.081244661766905e+85,3.5498844751994144e+86,5.253392040482548e+84,1.1878848215552118e+85,1.685868605735081e+85,8.369920308044582e+85,6.372260154452425e+85,1.4409835747075087e+86,2.0452206819783163e+86,1.011813220500562e+87,6.849378646685619e+83,1.548892249547579e+84,2.1983885448113598e+84,1.0951022705918512e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528015522.tdms,3.9122254456018454e+85,8.845542928488332e+85,1.2553681657434086e+86,6.209291357407957e+86,4.465466980108846e+84,1.00985415914773e+85,1.433337581373518e+85,7.170468188447986e+85,2.2830761839826915e+86,5.162005135340953e+86,7.325766589797997e+86,3.6497220773657273e+87,1.0566221600376568e+84,2.3892059272067408e+84,3.3913214212533386e+84,1.678082959576988e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528020522.tdms,4.997261477783554e+85,1.1299621865717026e+86,1.603661166382738e+86,8.045129549700309e+86,2.4239776739212923e+86,5.481269952892834e+86,7.779498750239127e+86,3.8429532297080856e+87,2.8141880623208646e+84,6.363084878981105e+84,9.031033266243358e+84,4.441869700382959e+85,1.476596741923076e+85,3.3391268849698935e+85,4.739383684393065e+85,2.3631886462142533e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528021522.tdms,4.251260869385642e+84,9.6145316498259e+84,1.3646717029142792e+85,6.793689198694194e+85,9.120168009691906e+85,2.0622746470617634e+86,2.9267651703091815e+86,1.4624966991467312e+87,2.120853010420824e+86,4.796396901795943e+86,6.808389648492186e+86,3.3850087829063864e+87,2.3234607432217504e+85,5.254081873530246e+85,7.456220593263663e+85,3.7046745415833584e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528022522.tdms,8.520396178803013e+85,1.9265689693146303e+86,2.734044317451413e+86,1.3702263071432467e+87,1.4921137752203012e+86,3.3743369581182406e+86,4.789181403917949e+86,2.368900882285591e+87,1.7195783372463404e+86,3.888295725576047e+86,5.518433640716156e+86,2.7204889771905512e+87,3.369451689990807e+84,7.620010078276629e+84,1.0816406783054906e+85,5.4255887546211086e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528023522.tdms,3.309435669429707e+83,7.483074434767508e+83,1.0620547498235684e+84,5.2840290363518e+84,3.2940552332542158e+84,7.448426497680545e+84,1.0570639990003255e+85,5.279720683005039e+85,2.761262130793799e+84,6.243933394215359e+84,8.86278297504953e+84,4.377191111014179e+85,3.4105807278263384e+84,7.710840408570149e+84,1.0942420833029331e+85,5.4067469401838554e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528024522.tdms,3.6463624553471925e+84,8.245706846066729e+84,1.1702963413662654e+85,5.858191118997338e+85,6.257891463503829e+85,1.4148141998403856e+86,2.007732220801009e+86,9.985823604625786e+86,1.9127284373894736e+85,4.3247080560305e+85,6.13770446913357e+85,3.0522391719338854e+86,1.697280305437695e+85,3.837760956446203e+85,5.446366677926716e+85,2.694465667311615e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528025522.tdms,4.598108369787618e+84,1.0397967186798181e+85,1.4758894584745744e+85,7.372015162262093e+85,5.42759566878556e+85,1.2273147226245364e+86,1.7420559511881645e+86,8.622555474386042e+86,4.871974115632659e+85,1.1016759670964606e+86,1.5636194114341683e+86,7.858263765042064e+86,8.736278054702176e+85,1.9753344289968133e+86,2.803606786639304e+86,1.3929919647049187e+87
modified_KIMM Simulator_KIMM Bearing Test_20160528030522.tdms,3.1023865909128415e+84,7.015299674316158e+84,9.956048895848508e+84,4.935078470872704e+85,3.834863950967093e+85,8.671957022402831e+85,1.230975193262801e+86,6.13430006176412e+86,5.619962761843455e+85,1.2707066185039962e+86,1.8034831887197155e+86,8.877392594434628e+86,1.8830209066830883e+86,4.257709355860872e+86,6.042156680126831e+86,2.96561352944702e+87
modified_KIMM Simulator_KIMM Bearing Test_20160528031522.tdms,2.078124574776039e+84,4.6989659033597545e+84,6.668014589751726e+84,3.3193447310068576e+85,1.45404557588415e+85,3.288326623321479e+85,4.667416457664126e+85,2.3220607344446959e+86,1.2940046652066706e+85,2.9258371254332955e+85,4.1523894452225074e+85,2.056902207959527e+86,5.4515078102500265e+85,1.2326886028899796e+86,1.7495699089681824e+86,8.642849348294227e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528032522.tdms,4.562391780562721e+85,1.0315917062693822e+86,1.4640952350971005e+86,7.28258195362315e+86,1.6654922713431974e+85,3.766609709823237e+85,5.346698329840332e+85,2.663165227643699e+86,4.5048856066926135e+85,1.0186865813678654e+86,1.4458260247231555e+86,7.213507607351765e+86,8.935163514442784e+83,2.0201207875136248e+84,2.8667805853211087e+84,1.422339112823362e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528033522.tdms,1.1513565374333342e+85,2.6037314020103384e+85,3.6961662225939704e+85,1.840977982018537e+86,1.3476118225472842e+86,3.047287921103343e+86,4.3249929888391673e+86,2.1363564069588394e+87,7.585265660580257e+85,1.7155057866179387e+86,2.4353373528608165e+86,1.2148769296197195e+87,6.16118674476957e+85,1.3928959802828724e+86,1.9768007196367995e+86,9.806177063982928e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528034522.tdms,3.524687121583649e+84,7.970213481480945e+84,1.1311553746745568e+85,5.7020772684330796e+85,1.1078837279820337e+85,2.5050255381581178e+85,3.5551373548824256e+85,1.7594475207066374e+86,1.791757215799399e+86,4.050999313946464e+86,5.748853028199985e+86,2.872232001755741e+87,3.076344952688122e+85,6.955269206938478e+85,9.870351616820246e+85,4.9539361133005126e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528035522.tdms,3.5709025413322166e+85,8.075119679808839e+85,1.146106061310673e+86,5.737700975120786e+86,1.5079808859423176e+84,3.4100542018360222e+84,4.839678128996073e+84,2.399789225665746e+85,9.170003196785263e+81,2.0737889028100893e+82,2.9432274673877088e+82,1.4584175664445872e+83,2.2685526819451658e+84,5.130059236256208e+84,7.282221808235092e+84,3.6170832030515e+85
modified_KIMM Simulator_KIMM Bearing Test_20160528040522.tdms,5.484301080055245e+84,1.2399054624924062e+85,1.7594027598932203e+85,8.827051685231762e+85,8.920554920842676e+84,2.0170739956488783e+85,2.8627399833157804e+85,1.423187548621197e+86,7.070697536203786e+84,1.5986772283672142e+85,2.269109705297108e+85,1.1362930511712166e+86,4.4684475552327945e+85,1.0104221083976764e+86,1.434164852842065e+86,7.21271846067241e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528041522.tdms,1.1163244049846652e+85,2.5242537782161405e+85,3.583026065838589e+85,1.7709985899672328e+86,8.228201136549285e+85,1.8601947631973433e+86,2.640196079055842e+86,1.3132632452774636e+87,4.6318429904258285e+85,1.0473953098943924e+86,1.4864963847030962e+86,7.392576234391668e+86,1.2250192199806475e+86,2.769950122013928e+86,3.9311857209086325e+86,1.972131333725545e+87
modified_KIMM Simulator_KIMM Bearing Test_20160528042522.tdms,4.234122786617887e+84,9.573210991608277e+84,1.3586261026705611e+85,6.728998423163168e+85,3.0937778397366707e+84,6.9960094448045795e+84,9.929219563599367e+84,4.947207528929644e+85,2.3253347212580784e+84,5.257618608488525e+84,7.460917241924674e+84,3.712161005957515e+85,4.6622500516607e+85,1.0542712012543657e+86,1.4963252691855222e+86,7.470228785254689e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528043522.tdms,1.2631003033793407e+84,2.8561707787562595e+84,4.053706594620265e+84,2.00852570706165e+85,1.2349739134169425e+86,2.7923017864911273e+86,3.9626989917600946e+86,1.9667197483927686e+87,2.1530198264700477e+86,4.8685909225785586e+86,6.910375766104843e+86,3.441957412810272e+87,4.357637482519112e+85,9.854211647015789e+85,1.3987574136205672e+86,6.970610928675043e+86
modified_KIMM Simulator_KIMM Bearing Test_20160528044522.tdms,2.7330629445123168e+84,6.180140206413417e+84,8.772140837559783e+84,4.329601421876546e+85,2.9091026332218775e+86,6.579101473268712e+86,9.338514288573412e+86,4.6431813026978535e+87,8.026401452590933e+84,1.8147806303570914e+85,2.5755766716802264e+85,1.2837380745005436e+86,3.2424021721891546e+86,7.331585983758592e+86,1.0405859492130225e+87,5.156032133375912e+87
